id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
1579,140.0,36.0,6.9,0.68,6.1,0.72,25.0,350.0,33.0,210.0,110.0
1580,150.0,12.2,25.0,0.1,0.94,0.9,75.0,334.0,3.3,244.0,12.0
1581,188.0,126.0,51.1,0.37,40.5,4.43,106.0,1330.0,456.0,964.0,484.0
1582,53.0,32.47,34.0,0.16,17.0,1.659,66.57,510.0,56.0,330.0,180.0
1583,110.0,20.21,11.0,0.16,9.761,0.00565,21.0,250.0,5.4,170.0,75.0
1584,220.0,96.0,75.0,0.17,21.0,4.09,49.0,750.0,20.0,450.0,360.0
1585,150.0,74.0,26.0,0.3,9.1,5.2,36.0,440.0,26.0,360.0,220.0
1586,200.0,49.0,2.6,0.1,16.0,1.5,14.0,440.0,7.9,230.0,190.0
1587,170.0,73.2,75.0,0.21,16.0,3.0,57.0,730.0,110.0,510.0,290.0
1588,77.0,22.0,7.3,0.33,4.1,2.9,14.0,210.0,8.9,120.0,72.0
1589,88.0,37.0,27.0,0.11,1.9,4.245,18.0,300.0,11.0,210.0,110.0
1590,110.0,13.0,5.6,0.13,4.7,1.0,15.0,230.0,12.0,180.0,73.0
1591,170.0,81.0,25.0,1.3,13.0,1.7,55.0,714.0,200.0,460.0,240.0
1592,210.0,65.0,12.0,0.21,26.0,0.56,17.0,520.0,61.0,330.0,270.0
1593,190.0,72.3,47.0,0.43,22.0,13.0,32.0,660.0,68.0,410.0,300.0
1594,280.0,180.0,230.0,0.2,30.0,1.9,59.0,1400.0,98.0,910.0,546.0
1595,310.0,64.0,49.0,0.14,47.0,3.2,32.0,830.0,68.0,510.0,403.0
1596,705.0,122.0,652.0,0.4,214.0,1.9,852.0,3100.0,373.0,1820.0,1185.0
1597,110.0,24.0,7.4,0.29,11.0,3.2,21.0,310.0,6.4,220.0,99.0
1598,94.0,99.0,340.0,2.3,18.0,3.4,150.0,1300.0,59.0,740.0,300.0
1599,92.0,34.0,21.0,0.14,13.0,4.1,19.0,350.0,7.7,200.0,143.0
1600,170.0,33.0,9.0,0.11,20.0,0.88,20.0,210.0,12.0,200.0,155.0
1601,86.0,18.0,92.0,0.2,12.0,2.0,69.0,480.0,8.0,318.0,81.0
1602,223.0,60.0,60.0,0.1,40.0,3.98,33.0,695.0,40.0,267.0,298.0
1603,250.0,110.0,190.0,0.4,36.0,14.0,110.0,1400.0,160.0,960.0,500.0
1604,290.0,53.0,93.0,0.15,46.0,2.6,84.0,880.0,35.0,510.0,340.0
1605,220.0,36.0,5.8,0.21,33.0,0.81,15.0,500.0,16.0,290.0,245.0
1606,130.0,80.0,78.0,0.21,30.0,10.0,40.0,760.0,120.0,520.0,310.0
1607,120.0,29.0,11.0,0.14,19.0,7.8,21.0,370.0,16.0,270.0,140.0
1608,120.0,30.0,81.0,0.16,15.0,0.54,41.0,440.0,8.4,330.0,130.0
1609,110.0,9.2,27.4,2.0,0.3,0.56,55.9,320.0,6.8,163.0,42.4
1610,200.0,107.0,510.0,0.127,40.0,0.4,350.0,2300.0,162.0,1400.0,376.0
1611,320.0,234.0,379.0,0.29,88.0,0.1,220.0,2650.0,732.0,2135.0,1060.0
1612,180.0,68.027,96.0,0.37,19.43,1.636,83.66,830.0,86.0,500.0,243.499
1613,160.0,21.0,26.0,5.7,4.1,0.7,120.0,650.0,85.0,380.0,68.0
1614,73.0,8.4,5.2,0.26,4.9,0.46,15.0,160.0,2.3,160.0,41.0
1615,185.0,43.0,14.0,0.1,23.0,3.4,19.0,460.0,15.0,330.0,200.0
1616,78.0,24.0,12.0,0.1,6.8,5.3,14.0,250.0,1.2,170.0,91.0
1617,62.0,5.1,14.0,0.37,5.7,1.9,21.0,200.0,13.0,180.0,44.0
1618,228.0,49.0,100.0,0.23,16.0,1.4,79.0,755.0,53.0,415.0,210.0
1619,200.0,51.0,34.0,0.3,15.0,8.6,46.0,605.0,23.0,384.0,190.0
1620,160.0,58.0,19.0,0.26,12.0,1.1,11.0,440.0,32.0,330.0,190.0
1621,64.0,25.0,24.0,0.48,1.2,2.0,42.0,330.0,42.0,220.0,63.0
1622,290.0,82.0,140.0,0.19,73.0,7.7,150.0,1500.0,290.0,950.0,550.0
1623,270.0,97.0,134.0,0.4,70.0,1.0,89.0,1400.0,171.0,990.0,594.0
1624,220.0,85.0,130.0,0.24,36.0,2.0,120.0,1300.0,290.0,850.0,347.0
1625,350.0,95.0,140.0,0.87,43.0,8.4,110.0,1200.0,81.0,810.0,420.0
1626,160.0,46.0,12.0,0.76,14.3,3.4,43.0,420.0,87.0,350.0,186.0
1627,28.0,160.0,330.0,0.1,0.7,1.1,200.0,1650.0,340.0,780.0,390.0
1628,140.0,33.0,33.0,0.2,13.0,3.4,27.0,430.0,6.2,260.0,130.0
1629,115.0,26.0,27.0,0.095,2.46,0.99,40.6,389.0,28.2,200.0,67.7
1630,105.0,26.7,59.0,0.3,8.5,1.9,47.0,460.0,7.6,280.0,110.0
1631,202.0,71.1,15.4,0.315,14.1,3.32,25.5,556.0,65.0,345.0,235.0
1632,73.0,9.55,240.0,8.6,0.539,0.15,256.0,1510.0,240.0,753.0,28.0
1633,140.0,28.0,23.0,0.15,21.0,0.71,24.0,380.0,28.0,280.0,160.0
1634,121.0,28.0,13.6,0.16,8.0,14.5,36.8,419.0,36.2,311.0,100.0
1635,280.0,176.0,53.0,0.1,71.0,1.8,84.0,1520.0,559.0,1200.0,711.0
1636,147.0,17.0,241.0,1.3,35.9,0.6,142.0,1000.0,38.0,604.0,191.0
1637,130.0,9.0,18.0,0.4,3.0,2.0,61.0,343.0,21.0,260.0,34.8
1638,88.0,15.0,10.0,0.12,8.3,0.81,14.0,190.0,2.5,170.0,72.0
1639,130.0,29.0,10.0,0.59,6.4,1.4,24.0,350.0,18.0,200.0,120.0
1640,210.0,120.0,33.0,0.1,8.0,0.09,87.0,939.0,202.0,670.0,605.0
1641,220.0,65.0,300.0,0.15,120.0,13.0,140.0,1700.0,280.0,1200.0,773.0
1642,154.0,18.0,67.0,0.14,5.9,0.1,73.0,530.0,1.0,295.0,74.2
1643,154.0,29.9,5.6,0.2,6.53,0.9,31.8,361.0,20.1,276.0,110.0
1644,98.0,48.0,22.0,0.12,11.0,2.7,8.4,410.0,37.0,230.0,180.0
1645,210.0,37.0,35.4,0.27,17.0,2.6,39.2,430.0,16.0,290.0,190.0
1646,160.0,91.0,80.0,0.2,33.0,10.0,42.0,871.0,130.0,540.0,370.0
1647,180.0,41.0,15.0,0.3,13.0,1.9,39.0,460.0,36.0,300.0,160.0
1648,158.0,17.0,9.7,0.13,12.0,0.79,23.0,270.0,3.1,200.0,92.0
1649,170.0,30.0,4.8,0.4,13.0,1.2,82.0,540.0,100.0,470.0,130.0
1650,120.0,54.0,14.0,0.22,17.0,0.2,22.1,890.0,56.0,210.0,220.0
1651,380.0,16.0,24.0,8.6,1.9,1.6,290.0,510.0,190.0,790.0,56.0
1652,93.0,23.0,5.0,0.15,6.6,3.1,18.0,240.0,6.6,350.0,84.0
1653,220.0,40.0,14.0,0.25,27.0,0.46,24.0,490.0,16.0,300.0,210.0
1654,180.0,78.0,62.0,0.2,9.5,2.8,40.0,660.0,51.0,410.0,230.0
1655,230.0,66.0,37.0,0.24,13.0,0.16,72.0,710.0,130.0,510.0,210.0
1656,160.0,21.0,42.0,0.68,5.9,2.5,42.0,360.0,11.0,300.0,77.0
1657,190.0,74.0,96.0,0.13,21.0,3.6,99.0,690.0,30.0,480.0,283.0
1658,204.0,46.8,21.0,0.1,15.0,7.27,26.0,457.0,15.6,310.0,179.0
1659,88.0,17.0,2.0,0.11,11.0,2.95,8.1,212.0,2.08,145.0,82.0
1660,430.0,44.0,53.0,0.25,74.0,5.6,77.0,1000.0,69.0,610.0,420.0
1661,130.0,56.0,16.0,0.49,9.8,5.0,22.0,360.0,28.0,240.0,180.0
1662,150.0,47.0,11.0,0.63,6.7,1.5,26.0,408.0,34.0,270.0,160.0
1663,181.0,29.0,27.0,0.2,21.0,1.3,25.1,419.0,18.0,317.0,191.0
1664,90.0,32.0,7.9,2.1,0.811,0.009,34.22,320.0,46.0,200.0,98.385
1665,140.0,51.0,22.0,0.1,12.0,8.9,35.0,570.0,28.0,370.0,180.0
1666,190.0,210.0,1000.0,0.17,260.0,0.97,140.0,6000.0,8.3,4100.0,800.0
1667,94.9,26.0,8.1,0.14,4.6,3.73,22.6,281.0,16.5,205.0,85.0
1668,150.0,64.0,38.0,0.3,14.0,4.8,30.0,570.0,67.0,340.0,220.0
1669,350.0,122.0,137.0,0.1,61.0,3.01,115.0,1102.0,84.0,740.0,505.0
1670,227.0,52.0,59.0,0.41,19.0,2.0,52.0,630.0,12.0,354.0,201.0
1671,88.0,9.4,48.0,0.4,1.2,3.6,65.0,380.0,8.9,230.0,27.0
1672,129.0,14.0,7.3,0.22,24.0,8.8,22.0,330.0,24.8,230.0,159.0
1673,140.0,57.0,4.6,0.71,10.0,1.9307,17.0,440.0,28.0,280.0,190.0
1674,83.0,17.0,4.8,0.11,6.5,5.0,13.0,410.0,15.0,150.0,70.0
1675,190.0,79.0,27.0,0.58,30.0,5.3,42.0,727.0,150.0,350.0,310.0
1676,210.0,79.0,16.0,0.2,25.0,17.0,42.0,720.0,79.0,510.0,300.0
1677,84.0,47.0,6.6,0.2,5.8,1.6,14.3,191.0,3.5,170.0,92.2
1678,316.0,9.3,14.0,0.13,9.3,0.15,130.0,370.0,13.0,310.0,67.0
1679,120.0,24.0,7.1,0.11,11.0,2.0,16.0,280.0,6.9,190.0,92.0
1680,90.0,19.0,5.2,0.2,11.0,5.92,15.5,269.0,12.1,165.0,101.0
1681,182.0,96.3,86.0,0.26,20.5,1.8,64.1,892.0,122.0,544.0,326.0
1682,87.0,16.0,9.4,0.11,5.2,1.99,19.0,220.0,4.2,170.0,61.0
1683,305.0,52.02,79.2,0.2,30.0,1.127,88.0,935.0,86.6,540.0,370.0
1684,242.0,92.0,111.0,0.73,71.4,6.99,272.0,2420.0,875.0,1581.0,520.0
1685,200.0,98.8,70.0,0.39,18.0,6.3,37.0,860.0,85.0,460.0,250.0
1686,77.0,5.8,9.5,0.13,0.2,2.0,40.0,190.0,3.2,130.0,27.0
1687,175.0,33.0,36.0,0.1,32.0,3.6,23.0,528.0,40.0,301.0,218.0
1688,160.0,55.0,26.0,0.74,16.0,8.2,55.0,592.0,76.0,370.0,200.0
1689,96.0,24.0,79.1,0.25,18.0,0.72,42.0,510.0,3.0,310.0,160.0
1690,72.0,9.9,2.04,0.226,4.9,0.8,6.9,208.0,4.6,108.0,45.0
1691,130.0,2.3,27.0,0.32,0.13,0.47,71.0,340.0,6.9,200.0,10.0
1692,150.0,61.0,7.2,0.53,12.0,2.3,8.0,420.0,29.0,260.0,210.0
1693,182.0,27.0,5.6,0.11,7.9,0.54,14.0,330.0,20.0,200.0,169.0
1694,178.0,61.0,80.0,0.18,11.0,1.4,42.0,580.0,5.0,386.0,160.0
1695,138.0,36.1,18.6,0.328,9.7,1.34,42.4,443.0,69.5,278.0,150.0
1696,130.0,48.0,9.4,0.27,5.6,3.9,24.0,440.0,18.0,220.0,100.0
1697,138.0,50.0,57.2,0.63,8.93,1.59,71.0,671.0,76.6,408.0,162.0
1698,203.0,76.0,5.9,0.13,10.0,3.39,8.0,464.0,12.0,284.0,217.0
1699,240.0,112.0,56.0,0.3,37.0,0.2,89.0,1190.0,360.0,840.0,432.0
1700,59.0,20.0,10.0,0.14,0.14,6.8,40.0,234.0,28.0,160.0,41.0
1701,240.0,95.1,79.0,0.32,23.7,0.62,52.0,920.0,160.0,560.0,384.0
1702,140.0,63.0,53.0,0.39,12.0,3.1,48.0,670.0,87.0,360.0,190.0
1703,330.0,60.0,52.0,0.17,58.0,3.0,40.0,800.0,67.0,500.0,375.0
1704,160.0,34.0,10.0,0.1,23.0,4.4,16.0,418.0,13.0,260.0,173.0
1705,82.0,21.0,100.0,0.1,18.0,1.0,63.0,570.0,20.0,340.0,140.0
1706,110.0,21.0,41.0,0.18,14.0,2.9,25.0,310.0,6.9,310.0,110.0
1707,140.0,41.0,13.0,0.6,5.1,5.6,37.0,410.0,29.0,260.0,130.0
1708,98.0,59.0,23.0,0.63,5.6,3.4,46.0,420.0,96.0,310.0,130.0
1709,230.0,77.0,48.0,0.12,22.0,6.432,29.0,680.0,30.0,400.0,280.0
1710,77.0,36.0,17.0,0.07,1.1,8.6,35.0,310.0,25.0,220.0,93.0
1711,480.0,55.0,83.0,0.41,110.0,0.5,61.0,1200.0,110.0,870.0,530.0
1712,167.0,51.2,36.0,0.36,9.1,0.75,40.2,546.0,42.6,314.0,188.0
1713,200.0,51.0,17.0,0.1,11.0,3.6,25.0,460.0,15.0,272.0,170.0
1714,235.0,57.0,110.0,0.23,24.0,3.1,83.0,890.0,60.0,490.0,240.0
1715,250.0,59.0,37.0,0.6,24.0,0.41,52.0,680.0,46.0,390.0,246.0
1716,450.0,110.0,160.0,0.56,42.0,14.0,170.0,1730.0,170.0,1100.0,600.0
1717,160.0,106.4,128.0,0.18,50.0,6.2,93.0,1300.0,383.0,863.0,378.2
1718,190.0,86.0,110.0,0.3,27.0,0.32,110.0,1100.0,260.0,810.0,300.0
1719,80.0,12.0,89.0,0.1,14.0,0.2,41.0,512.0,18.1,200.0,122.0
1720,110.0,33.0,12.0,1.4,15.0,1.2,13.0,310.0,15.0,230.0,140.0
1721,205.0,80.1,24.2,0.47,16.4,4.99,14.6,626.0,33.4,228.0,211.0
1722,78.0,7.9,6.7,0.17,7.5,0.51,15.0,200.0,3.2,130.0,68.0
1723,71.4,3.0,9.5,0.2,4.0,0.594,23.0,160.0,2.1,130.0,38.4
1724,219.0,38.7,6.9,0.1,23.1,1.1,28.9,462.0,13.4,263.0,178.0
1725,190.0,88.5,42.2,0.46,14.4,2.37,34.9,809.0,83.4,508.0,265.0
1726,120.0,19.0,24.1,0.16,14.0,1.0,20.1,300.0,5.4,240.0,110.0
1727,250.0,120.0,54.0,0.24,20.0,1.3,42.0,450.0,53.0,320.0,200.0
1728,280.0,29.0,40.0,0.12,47.0,0.65,40.0,760.0,18.0,420.0,290.0
1729,340.0,110.0,29.0,0.2,38.0,0.7,31.0,910.0,110.0,580.0,450.0
1730,160.0,81.0,48.0,0.23,14.0,6.8,28.0,670.0,77.0,450.0,260.0
1731,140.0,21.0,23.0,0.29,12.0,4.1,30.0,400.0,23.0,210.0,78.0
1732,190.0,26.0,9.9,0.17,30.0,2.0,12.0,450.0,30.0,250.0,220.0
1733,180.0,120.0,70.0,0.2,12.0,22.0,31.0,840.0,37.0,590.0,340.0
1734,98.0,37.0,16.0,0.66,4.6,0.82,22.0,310.0,23.0,200.0,91.0
1735,97.9,14.0,92.8,0.489,2.4,0.75,142.0,677.0,102.0,414.0,42.0
1736,49.0,13.0,45.0,0.1,7.7,0.87,35.0,320.0,14.0,170.0,65.0
1737,180.0,52.0,6.4,0.8,13.0,1.9,20.0,390.0,18.0,260.0,190.0
1738,162.0,53.0,32.0,0.16,25.0,1.4,30.0,490.0,14.5,250.0,169.0
1739,320.0,61.0,100.0,0.1,21.0,5.2,160.0,1000.0,70.0,630.0,240.0
1740,110.0,22.0,16.0,0.55,7.0,1.0,38.0,370.0,40.0,230.0,100.0
1741,170.0,140.0,160.0,0.81,27.0,0.63,120.0,1300.0,270.0,870.0,420.0
1742,220.0,84.0,67.0,1.3,13.0,5.9,65.0,760.0,75.0,480.0,260.0
1743,190.0,41.0,11.0,0.8,10.0,2.3,27.0,440.0,20.0,260.0,150.0
1744,230.0,91.0,32.0,0.39,13.0,0.44,36.0,660.0,74.0,380.0,250.0
1745,139.0,84.2,64.2,0.78,27.0,10.5,41.0,798.0,145.0,478.0,321.0
1746,124.0,24.0,32.0,0.15,14.0,3.4,31.0,400.0,7.5,250.0,100.0
1747,126.0,99.0,124.0,0.3,35.0,39.9,55.0,980.0,77.0,777.0,391.0
1748,270.0,46.0,72.0,0.34,28.0,1.0,91.0,790.0,28.0,500.0,230.0
1749,120.0,47.0,37.0,0.11,7.3,6.805,28.0,370.0,20.0,240.0,150.0
1750,230.0,61.0,56.0,0.089,40.0,2.8,21.0,640.0,50.0,520.0,322.0
1751,282.0,88.0,127.0,0.1,50.0,2.39,62.0,1006.0,69.0,713.0,477.0
1752,160.0,57.0,40.0,0.33,7.8,4.1,46.0,520.0,39.0,320.0,180.0
1753,390.0,66.0,88.0,0.16,53.0,2.0,91.0,1100.0,110.0,710.0,410.0
1754,101.0,30.0,13.3,0.27,6.6,6.6,25.8,364.0,17.2,265.0,100.0
1755,160.0,47.0,5.2,0.12,3.6,0.52,17.0,310.0,4.6,210.0,160.0
1756,131.0,48.8,34.0,0.36,9.1,0.4,42.7,511.0,48.6,296.0,146.0
1757,124.0,41.0,6.0,0.2,4.0,0.1,8.0,280.0,22.0,186.0,119.0
1758,145.0,37.0,7.2,0.1,17.0,3.32,13.3,357.0,17.5,209.0,154.0
1759,97.0,18.0,20.0,0.39,3.6,1.5,48.0,330.0,28.0,190.0,59.0
1760,110.0,87.0,83.0,0.39,14.0,4.1,90.0,1040.0,210.0,500.0,280.0
1761,210.0,74.0,31.0,0.14,20.0,1.672,22.0,590.0,40.0,330.0,250.0
1762,220.0,59.0,29.0,0.15,26.0,2.3,24.0,580.0,7.2,430.0,270.0
1763,89.0,22.0,140.0,1.5,0.55,0.7,100.0,650.0,10.0,340.0,56.0
1764,260.0,34.0,54.0,0.46,24.0,2.7,100.0,730.0,44.0,460.0,190.0
1765,180.0,81.0,305.0,0.2,71.0,0.5,248.0,2180.0,169.0,1200.0,516.0
1766,52.0,120.0,86.0,0.062,1.3,4.5,110.0,640.0,330.0,400.0,350.0
1767,170.0,52.0,5.4,0.2,11.0,0.7,12.0,380.0,20.0,250.0,172.0
1768,92.0,30.0,7.68,0.23,4.4,0.7,12.0,295.0,15.9,182.0,98.0
1769,160.0,23.0,18.0,0.2,22.0,0.32,20.0,360.0,15.0,250.0,130.0
1770,170.0,61.0,13.0,0.28,11.0,2.1,12.0,420.0,28.0,280.0,200.0
1771,110.0,42.0,16.0,0.1,7.0,3.8,10.0,300.0,8.0,180.0,110.0
1772,64.0,21.0,27.0,1.0,8.8,0.25,35.0,350.0,68.0,240.0,80.0
1773,230.0,94.0,32.0,0.28,15.0,4.9,19.0,640.0,61.0,520.0,260.0
1774,164.0,53.4,58.2,0.31,7.5,0.7,73.3,667.0,84.3,432.0,164.0
1775,161.0,94.8,82.7,0.22,19.8,0.46,67.3,848.0,159.0,550.0,301.0
1776,276.2,99.0,173.0,0.23,42.0,6.98,102.0,1248.0,160.0,877.0,460.0
1777,60.0,14.0,35.0,0.11,0.29,3.6955,35.0,240.0,16.0,160.0,38.0
1778,140.0,36.0,10.0,0.15,12.0,0.1,16.0,293.0,19.0,208.0,119.0
1779,140.0,49.0,110.0,0.23,17.0,2.3,69.0,730.0,44.0,430.0,190.0
1780,80.0,16.0,5.6,0.14,7.1,1.4,12.0,190.0,4.5,180.0,68.0
1781,220.0,35.0,2.5,1.1,12.0,1.6,8.0,450.0,16.0,160.0,190.0
1782,181.0,37.0,32.9,0.32,21.0,3.17,18.7,440.0,31.1,370.0,164.0
1783,180.0,41.0,16.0,0.12,25.0,2.7,16.0,390.0,44.0,300.0,210.0
1784,140.0,24.0,8.5,0.26,14.0,1.76,25.0,326.0,5.8,247.0,106.0
1785,160.0,70.0,90.0,0.38,14.9,3.2,68.0,830.0,120.0,500.0,240.0
1786,230.0,120.0,140.0,0.26,37.4,11.0,62.0,1100.0,160.0,480.0,559.0
1787,77.0,50.0,82.0,0.4,6.2,0.48,40.0,520.0,26.0,250.0,150.0
1788,160.0,36.0,11.0,0.2,6.0,1.2,17.0,334.0,9.0,210.0,120.0
1789,160.0,46.0,28.0,0.25,12.0,3.6,25.0,460.0,14.0,260.0,160.0
1790,270.0,1.7,11.0,0.91,0.59,0.21,140.0,680.0,25.0,330.0,6.8
1791,110.0,21.0,9.6,0.13,14.0,0.909,13.0,260.0,4.5,200.0,110.0
1792,68.0,48.0,19.0,0.2,2.0,0.1,19.0,251.0,24.0,186.0,128.0
1793,139.0,26.0,8.8,0.14,14.0,0.51,18.0,310.0,2.5,240.0,120.0
1794,180.0,57.5,26.0,0.51,4.68,6.3,35.0,490.0,66.0,390.0,163.0
1795,130.0,41.0,32.0,0.8,6.2,3.1,69.0,530.0,69.0,280.0,120.0
1796,113.0,16.0,50.7,0.24,14.6,0.4,34.0,550.0,4.0,284.0,85.2
1797,150.0,12.0,19.0,1.7,3.2,0.52,96.0,510.0,62.0,320.0,45.0
1798,200.0,21.0,12.0,0.1,23.0,0.84,54.0,490.0,36.0,290.0,140.0
1799,167.0,94.0,112.0,0.3,41.0,98.1,135.0,1552.0,128.0,1050.0,401.0
1800,53.0,22.0,54.0,0.15,9.2,6.0,56.0,450.0,20.0,290.0,45.0
1801,240.0,62.0,25.0,0.14,22.0,0.25,38.0,576.0,28.0,350.0,250.0
1802,116.0,22.0,7.6,0.1,12.0,0.18,16.0,240.0,2.6,210.0,99.0
1803,445.0,11.0,52.0,0.5,24.0,0.4,168.0,1446.0,178.0,491.0,281.0
1804,106.0,36.0,28.0,0.15,8.9,0.7,20.0,335.0,17.0,210.0,114.0
1805,24.0,14.0,16.0,0.29,1.0,5.6,19.0,165.0,7.0,126.0,38.0
1806,180.0,83.0,18.0,0.47,13.0,2.9,31.0,660.0,120.0,430.0,260.0
1807,200.0,71.0,160.0,1.1,14.0,0.59,63.0,692.0,100.0,570.0,270.0
1808,144.0,30.0,56.0,0.14,13.0,1.0,48.0,480.0,9.0,282.0,128.0
1809,186.0,33.7,7.0,0.32,15.0,0.5,27.0,392.0,12.8,260.0,150.0
1810,150.0,42.0,2.6,0.4,13.0,0.38,9.5,380.0,20.0,170.0,170.0
1811,170.0,36.0,14.0,0.22,24.0,0.17,18.0,460.0,40.0,290.0,220.0
1812,220.0,59.0,110.0,1.2,15.0,4.8,94.0,760.0,29.0,540.0,236.0
1813,160.0,80.0,12.0,0.25,9.9,11.0,19.0,540.0,38.0,340.0,230.0
1814,150.0,60.0,7.3,0.27,7.4,5.0,12.0,430.0,23.0,270.0,190.0
1815,77.5,12.0,6.7,0.1,5.0,2.89,16.0,190.0,3.4,180.0,164.0
1816,160.0,9.5,16.0,0.17,23.0,0.84,25.0,350.0,3.2,250.0,120.0
1817,74.0,21.0,0.81,0.19,3.6,1.1,8.8,168.0,6.6,99.0,67.0
1818,130.0,12.0,9.0,0.13,3.8,1.9,59.0,320.0,4.2,170.0,38.0
1819,130.0,43.0,27.0,0.54,6.6,1.2,52.0,490.0,73.0,280.0,130.0
1820,214.0,56.0,83.8,0.24,29.5,0.52,80.79,822.0,84.1,530.0,264.0
1821,160.0,54.8,3.3,0.37,8.95,0.83,11.0,300.0,27.0,210.0,130.0
1822,160.0,38.0,9.5,0.12,11.0,1.7,20.0,300.0,5.0,210.0,139.0
1823,130.0,46.0,11.2,0.77,13.0,10.0,24.0,420.0,26.0,300.0,200.0
1824,230.0,90.0,39.0,0.14,21.0,3.6,23.0,670.0,36.0,350.0,310.0
1825,180.0,42.0,34.0,0.1,13.0,1.3,48.0,520.0,35.0,310.0,160.0
1826,73.0,17.0,5.1,0.39,4.3,4.5,12.0,170.0,6.4,96.0,61.0
1827,130.0,1.5,6.5,0.11,9.7,1.27,18.0,300.0,5.8,170.0,130.0
1828,85.0,15.0,3.6,0.12,10.0,0.69,13.0,201.0,9.2,135.0,71.0
1829,200.0,26.0,30.0,0.16,32.0,7.2,28.0,540.0,34.0,370.0,210.0
1830,190.0,94.0,99.0,0.24,16.0,3.2,62.0,910.0,140.0,580.0,300.0
1831,140.0,31.0,19.0,0.37,4.6,1.4,43.0,380.0,29.0,230.0,98.0
1832,180.0,36.0,43.0,0.4,6.6,11.0,44.0,630.0,73.0,180.0,190.0
1833,25.0,37.0,140.0,0.24,0.12,3.6,150.0,792.0,160.0,470.0,68.0
1834,190.0,37.0,7.16,0.225,31.0,3.79,17.0,450.0,19.4,290.0,200.0
1835,86.0,18.0,1.7,0.24,1.6,0.43,25.0,222.0,12.0,190.0,52.0
1836,160.0,23.0,110.0,1.4,6.7,0.75,150.0,874.0,96.0,470.0,87.0
1837,180.0,6.9,6.9,0.17,17.0,1.0,24.0,360.0,2.3,220.0,92.0
1838,152.0,28.0,16.0,0.13,16.0,4.0,18.0,390.0,11.0,320.0,135.0
1839,100.0,34.0,51.9,0.107,7.0,0.798,57.0,550.0,57.0,260.0,120.0
1840,94.0,13.0,17.0,0.59,3.2,1.2,46.0,300.0,24.0,210.0,65.0
1841,140.0,77.0,85.0,0.1,31.0,4.1,116.0,1180.0,340.0,780.0,320.0
1842,120.0,9.5,6.3,0.25,14.0,1.9,13.0,320.0,8.8,260.0,81.0
1843,200.0,62.0,95.0,0.11,21.0,23.9,55.0,790.0,27.0,800.0,240.0
1844,150.0,47.0,48.0,0.15,29.0,4.7,17.0,530.0,31.0,300.0,230.0
1845,55.0,130.0,51.0,0.31,11.0,0.33,150.0,1300.0,550.0,930.0,360.0
1846,294.0,100.0,142.0,0.2,32.0,5.92,67.0,830.0,37.5,601.0,345.6
1847,110.0,54.0,41.0,0.078,8.87,3.6,32.52,530.0,42.0,260.0,180.0
1848,310.0,18.0,60.0,0.26,48.0,1.9,50.0,820.0,36.0,260.0,330.0
1849,150.0,24.0,8.0,0.11,4.8,5.11,61.0,130.0,4.1,240.0,63.0
1850,200.0,19.0,110.0,0.4,28.0,22.0,81.0,1200.0,150.0,730.0,380.0
1851,110.0,17.0,6.6,0.35,11.0,5.0,19.0,240.0,7.4,140.0,87.0
1852,130.0,25.0,6.6,0.11,9.8,2.4,27.0,320.0,11.0,240.0,100.0
1853,290.0,70.0,19.0,0.13,43.0,20.0,84.0,970.0,150.0,660.0,350.0
1854,130.0,20.0,22.0,0.526,2.0,1.22,75.5,462.0,40.0,256.0,70.0
1855,200.0,54.0,54.0,0.09,34.0,1.3,21.0,620.0,43.0,410.0,276.0
1856,130.0,15.0,13.0,0.62,1.7,0.52,67.0,360.0,20.0,210.0,38.0
1857,120.0,27.0,51.0,0.12,21.0,4.3,42.0,450.0,18.0,360.0,210.0
1858,150.0,24.0,7.3,0.13,16.0,2.4,16.0,320.0,11.0,250.0,120.0
1859,280.0,82.0,55.0,0.13,41.0,1.8,41.0,870.0,77.0,550.0,352.0
1860,180.0,93.0,100.0,0.2,18.0,2.7,64.0,890.0,120.0,570.0,300.0
1861,160.0,35.0,13.0,0.13,18.0,3.6,21.0,390.0,12.0,270.0,190.0
1862,79.0,16.0,3.5,0.12,5.7,8.8,15.0,190.0,3.9,110.0,63.0
1863,70.0,10.0,4.0,0.1,14.0,0.7,13.0,152.0,4.0,220.0,49.6
1864,110.0,51.0,43.0,2.1,9.5,3.6,48.0,550.0,82.0,370.0,170.0
1865,210.0,48.9,36.0,0.1,31.9,0.84,26.4,600.0,35.0,310.0,254.0
1866,210.0,43.0,15.0,0.17,17.0,5.0,41.0,500.0,32.0,320.0,170.0
1867,170.0,110.0,90.0,0.28,25.0,2.1,110.0,1500.0,460.0,1100.0,360.0
1868,132.0,24.0,3.8,0.15,12.0,1.3,19.0,270.0,2.5,175.0,99.0
1869,140.0,31.0,29.0,0.16,15.0,3.8,32.0,390.0,8.4,250.0,140.0
1870,100.0,26.0,20.0,0.17,17.0,5.4,19.0,330.0,3.4,190.0,82.0
1871,169.0,19.0,10.4,0.3,24.0,0.45,23.0,360.0,7.04,224.0,132.0
1872,84.0,12.2,27.0,0.1,5.07,1.4,33.1,240.0,4.7,150.0,51.0
1873,180.0,100.0,150.0,0.36,37.0,0.5,120.0,1300.0,220.0,780.0,400.0
